Year,Country,Division,Species Name,Metric Tonnes
1999,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,27
1999,CANADA MARITIMES - CAN-M,5ZC,ATLANTIC HALIBUT - HAL,8
1999,CANADA MARITIMES - CAN-M,4R,ATLANTIC HALIBUT - HAL,1
1999,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,61
1999,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,61
1999,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,56
1999,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,42
1999,CANADA NEWFOUNDLAND - CAN-N,4S,ATLANTIC HALIBUT - HAL,12
1999,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,7
1999,CANADA NEWFOUNDLAND - CAN-N,2J,ATLANTIC HALIBUT - HAL,1
1999,CANADA NEWFOUNDLAND - CAN-N,0B,ATLANTIC HALIBUT - HAL,1
1999,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,1
1999,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,76
1999,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,71
1999,CANADA QUEBEC - CAN-Q,4R,ATLANTIC HALIBUT - HAL,14
1999,CANADA QUEBEC - CAN-Q,4VN,ATLANTIC HALIBUT - HAL,1
1999,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,16
1999,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,15
1999,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,8
1999,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,6
1999,JAPAN - JPN,3L,ATLANTIC HALIBUT - HAL,5
1999,PORTUGAL - E/PRT,3N,ATLANTIC HALIBUT - HAL,26
1999,PORTUGAL - E/PRT,3O,ATLANTIC HALIBUT - HAL,23
1999,PORTUGAL - E/PRT,3L,ATLANTIC HALIBUT - HAL,2
1999,RUSSIA - RUS,3N,ATLANTIC HALIBUT - HAL,3
1999,RUSSIA - RUS,3L,ATLANTIC HALIBUT - HAL,1
1999,RUSSIA - RUS,3M,ATLANTIC HALIBUT - HAL,1
1999,RUSSIA - RUS,3O,ATLANTIC HALIBUT - HAL,1
1999,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,56
1999,SPAIN - E/ESP,3O,ATLANTIC HALIBUT - HAL,30
1999,SPAIN - E/ESP,3L,ATLANTIC HALIBUT - HAL,9
1999,SPAIN - E/ESP,3M,ATLANTIC HALIBUT - HAL,4
1999,UNITED STATES OF AMERICA - USA,UNKNOWN,ATLANTIC HALIBUT - HAL,12
1998,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,243
1998,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,221
1998,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,115
1998,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,86
1998,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,77
1998,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,32
1998,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,25
1998,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,20
1998,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,11
1998,CANADA MARITIMES - CAN-M,5ZC,ATLANTIC HALIBUT - HAL,9
1998,CANADA MARITIMES - CAN-M,4R,ATLANTIC HALIBUT - HAL,9
1998,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,99
1998,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,76
1998,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,62
1998,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,25
1998,CANADA NEWFOUNDLAND - CAN-N,4S,ATLANTIC HALIBUT - HAL,8
1998,CANADA NEWFOUNDLAND - CAN-N,0B,ATLANTIC HALIBUT - HAL,5
1998,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,90
1998,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,64
1998,CANADA QUEBEC - CAN-Q,4R,ATLANTIC HALIBUT - HAL,6
1998,CANADA QUEBEC - CAN-Q,3PN,ATLANTIC HALIBUT - HAL,5
1998,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,11
1998,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,6
1998,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,5
1998,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,1
1998,FAROE ISLANDS - FRO,3M,ATLANTIC HALIBUT - HAL,7
1998,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,3O,ATLANTIC HALIBUT - HAL,1
1998,JAPAN - JPN,3O,ATLANTIC HALIBUT - HAL,4
1998,JAPAN - JPN,3L,ATLANTIC HALIBUT - HAL,3
1998,PORTUGAL - E/PRT,3N,ATLANTIC HALIBUT - HAL,18
1998,PORTUGAL - E/PRT,3O,ATLANTIC HALIBUT - HAL,9
1998,PORTUGAL - E/PRT,3L,ATLANTIC HALIBUT - HAL,2
1998,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,33
1998,SPAIN - E/ESP,3L,ATLANTIC HALIBUT - HAL,13
1998,SPAIN - E/ESP,3O,ATLANTIC HALIBUT - HAL,9
1998,SPAIN - E/ESP,3M,ATLANTIC HALIBUT - HAL,5
1998,UNITED STATES OF AMERICA - USA,UNKNOWN,ATLANTIC HALIBUT - HAL,8
1997,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,332
1997,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,189
1997,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,171
1997,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,88
1997,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,28
1997,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,24
1997,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,24
1997,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,16
1997,CANADA MARITIMES - CAN-M,5ZC,ATLANTIC HALIBUT - HAL,14
1997,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,13
1997,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,103
1997,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,90
1997,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,71
1997,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,23
1997,CANADA NEWFOUNDLAND - CAN-N,4S,ATLANTIC HALIBUT - HAL,16
1997,CANADA NEWFOUNDLAND - CAN-N,0B,ATLANTIC HALIBUT - HAL,5
1997,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,1
1997,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,72
1997,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,68
1997,CANADA QUEBEC - CAN-Q,4R,ATLANTIC HALIBUT - HAL,1
1997,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,7
1997,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,3
1997,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,2
1997,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,1
1997,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,3O,ATLANTIC HALIBUT - HAL,1
1997,JAPAN - JPN,3L,ATLANTIC HALIBUT - HAL,4
1997,JAPAN - JPN,3O,ATLANTIC HALIBUT - HAL,2
1997,NORWAY - NOR,1D,ATLANTIC HALIBUT - HAL,1
1997,PORTUGAL - E/PRT,3O,ATLANTIC HALIBUT - HAL,7
1997,PORTUGAL - E/PRT,3N,ATLANTIC HALIBUT - HAL,7
1997,PORTUGAL - E/PRT,3L,ATLANTIC HALIBUT - HAL,1
1997,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,27
1997,SPAIN - E/ESP,3O,ATLANTIC HALIBUT - HAL,11
1997,SPAIN - E/ESP,3L,ATLANTIC HALIBUT - HAL,8
1997,UNITED STATES OF AMERICA - USA,UNKNOWN,ATLANTIC HALIBUT - HAL,14
1996,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,282
1996,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,195
1996,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,130
1996,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,72
1996,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,31
1996,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,19
1996,CANADA MARITIMES - CAN-M,5ZC,ATLANTIC HALIBUT - HAL,12
1996,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,9
1996,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,7
1996,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,5
1996,CANADA MARITIMES - CAN-M,3L,ATLANTIC HALIBUT - HAL,3
1996,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,67
1996,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,36
1996,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,33
1996,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,29
1996,CANADA NEWFOUNDLAND - CAN-N,4S,ATLANTIC HALIBUT - HAL,22
1996,CANADA NEWFOUNDLAND - CAN-N,0B,ATLANTIC HALIBUT - HAL,3
1996,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,2
1996,CANADA NEWFOUNDLAND - CAN-N,2G,ATLANTIC HALIBUT - HAL,1
1996,CANADA NEWFOUNDLAND - CAN-N,2J,ATLANTIC HALIBUT - HAL,1
1996,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,1
1996,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,62
1996,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,47
1996,CANADA QUEBEC - CAN-Q,4R,ATLANTIC HALIBUT - HAL,12
1996,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,26
1996,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,6
1996,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,2
1996,FAROE ISLANDS - FRO,3N,ATLANTIC HALIBUT - HAL,6
1996,FAROE ISLANDS - FRO,3M,ATLANTIC HALIBUT - HAL,2
1996,JAPAN - JPN,0B,ATLANTIC HALIBUT - HAL,3
1996,JAPAN - JPN,3O,ATLANTIC HALIBUT - HAL,1
1996,PORTUGAL - E/PRT,3O,ATLANTIC HALIBUT - HAL,5
1996,PORTUGAL - E/PRT,3N,ATLANTIC HALIBUT - HAL,4
1996,RUSSIA - RUS,0B,ATLANTIC HALIBUT - HAL,1
1996,SPAIN - E/ESP,3L,ATLANTIC HALIBUT - HAL,25
1996,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,23
1996,SPAIN - E/ESP,3O,ATLANTIC HALIBUT - HAL,3
1996,SPAIN - E/ESP,3M,ATLANTIC HALIBUT - HAL,3
1996,UNITED STATES OF AMERICA - USA,UNKNOWN,ATLANTIC HALIBUT - HAL,13
1995,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,223
1995,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,178
1995,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,143
1995,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,63
1995,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,39
1995,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,13
1995,CANADA MARITIMES - CAN-M,5ZC,ATLANTIC HALIBUT - HAL,8
1995,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,4
1995,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,3
1995,CANADA MARITIMES - CAN-M,0A,ATLANTIC HALIBUT - HAL,1
1995,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,1
1995,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,38
1995,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,38
1995,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,27
1995,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,17
1995,CANADA NEWFOUNDLAND - CAN-N,0B,ATLANTIC HALIBUT - HAL,3
1995,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HALIBUT - HAL,2
1995,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,2
1995,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,1
1995,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,1
1995,CANADA NEWFOUNDLAND - CAN-N,3K,ATLANTIC HALIBUT - HAL,1
1995,CANADA NEWFOUNDLAND - CAN-N,2G,ATLANTIC HALIBUT - HAL,1
1995,CANADA NEWFOUNDLAND - CAN-N,2J,ATLANTIC HALIBUT - HAL,1
1995,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,57
1995,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,21
1995,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,8
1995,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,5
1995,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,1
1995,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,1
1995,JAPAN - JPN,3M,ATLANTIC HALIBUT - HAL,4
1995,JAPAN - JPN,3O,ATLANTIC HALIBUT - HAL,1
1995,PORTUGAL - E/PRT,3O,ATLANTIC HALIBUT - HAL,15
1995,PORTUGAL - E/PRT,3N,ATLANTIC HALIBUT - HAL,3
1995,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,50
1995,SPAIN - E/ESP,3L,ATLANTIC HALIBUT - HAL,10
1995,SPAIN - E/ESP,3O,ATLANTIC HALIBUT - HAL,6
1995,UNITED STATES OF AMERICA - USA,UNKNOWN,ATLANTIC HALIBUT - HAL,11
1994,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,370
1994,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,283
1994,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,201
1994,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,61
1994,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,50
1994,CANADA MARITIMES - CAN-M,5ZC,ATLANTIC HALIBUT - HAL,24
1994,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,22
1994,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,20
1994,CANADA MARITIMES - CAN-M,4R,ATLANTIC HALIBUT - HAL,3
1994,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,2
1994,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,1
1994,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,18
1994,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,14
1994,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,13
1994,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,5
1994,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HALIBUT - HAL,1
1994,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,78
1994,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,52
1994,CANADA QUEBEC - CAN-Q,4R,ATLANTIC HALIBUT - HAL,27
1994,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,11
1994,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,8
1994,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,6
1994,JAPAN - JPN,3L,ATLANTIC HALIBUT - HAL,2
1994,JAPAN - JPN,0B,ATLANTIC HALIBUT - HAL,2
1994,PORTUGAL - E/PRT,3N,ATLANTIC HALIBUT - HAL,22
1994,PORTUGAL - E/PRT,3O,ATLANTIC HALIBUT - HAL,12
1994,PORTUGAL - E/PRT,3M,ATLANTIC HALIBUT - HAL,11
1994,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,49
1994,SPAIN - E/ESP,3O,ATLANTIC HALIBUT - HAL,8
1994,SPAIN - E/ESP,3M,ATLANTIC HALIBUT - HAL,7
1994,SPAIN - E/ESP,3L,ATLANTIC HALIBUT - HAL,3
1994,UNITED STATES OF AMERICA - USA,UNKNOWN,ATLANTIC HALIBUT - HAL,22
1993,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,392
1993,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,267
1993,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,194
1993,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,139
1993,CANADA MARITIMES - CAN-M,5ZC,ATLANTIC HALIBUT - HAL,50
1993,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,48
1993,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,35
1993,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,12
1993,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,6
1993,CANADA MARITIMES - CAN-M,4R,ATLANTIC HALIBUT - HAL,4
1993,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,2
1993,CANADA MARITIMES - CAN-M,3PN,ATLANTIC HALIBUT - HAL,2
1993,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,77
1993,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,30
1993,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,29
1993,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,19
1993,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,12
1993,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,2
1993,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HALIBUT - HAL,1
1993,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,44
1993,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,26
1993,CANADA QUEBEC - CAN-Q,4R,ATLANTIC HALIBUT - HAL,17
1993,CANADA QUEBEC - CAN-Q,3PN,ATLANTIC HALIBUT - HAL,4
1993,CUBA - CUB,4W,ATLANTIC HALIBUT - HAL,15
1993,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,15
1993,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,15
1993,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,11
1993,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,3
1993,DENMARK GREENLAND - GRL,1A,ATLANTIC HALIBUT - HAL,2
1993,DENMARK GREENLAND - GRL,3M,ATLANTIC HALIBUT - HAL,1
1993,ESTONIA - E/EST,2G,ATLANTIC HALIBUT - HAL,651
1993,JAPAN - JPN,0B,ATLANTIC HALIBUT - HAL,1
1993,JAPAN - JPN,3O,ATLANTIC HALIBUT - HAL,1
1993,PORTUGAL - E/PRT,3N,ATLANTIC HALIBUT - HAL,40
1993,PORTUGAL - E/PRT,3O,ATLANTIC HALIBUT - HAL,8
1993,PORTUGAL - E/PRT,3M,ATLANTIC HALIBUT - HAL,2
1993,SPAIN - E/ESP,3N,ATLANTIC HALIBUT - HAL,1
1993,UNITED STATES OF AMERICA - USA,5Y,ATLANTIC HALIBUT - HAL,12
1993,UNITED STATES OF AMERICA - USA,5ZU,ATLANTIC HALIBUT - HAL,3
1992,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,364
1992,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,361
1992,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,195
1992,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,124
1992,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,89
1992,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,58
1992,CANADA MARITIMES - CAN-M,5ZC,ATLANTIC HALIBUT - HAL,47
1992,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,15
1992,CANADA MARITIMES - CAN-M,4R,ATLANTIC HALIBUT - HAL,8
1992,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,8
1992,CANADA MARITIMES - CAN-M,3M,ATLANTIC HALIBUT - HAL,7
1992,CANADA MARITIMES - CAN-M,3PN,ATLANTIC HALIBUT - HAL,2
1992,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,2
1992,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,52
1992,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,35
1992,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,26
1992,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,12
1992,CANADA NEWFOUNDLAND - CAN-N,3N,ATLANTIC HALIBUT - HAL,12
1992,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,3
1992,CANADA NEWFOUNDLAND - CAN-N,4VS,ATLANTIC HALIBUT - HAL,2
1992,CANADA NEWFOUNDLAND - CAN-N,4VN,ATLANTIC HALIBUT - HAL,1
1992,CANADA QUEBEC - CAN-Q,4S,ATLANTIC HALIBUT - HAL,55
1992,CANADA QUEBEC - CAN-Q,4T,ATLANTIC HALIBUT - HAL,26
1992,CANADA QUEBEC - CAN-Q,4R,ATLANTIC HALIBUT - HAL,9
1992,CUBA - CUB,4W,ATLANTIC HALIBUT - HAL,9
1992,DENMARK GREENLAND - GRL,1C,ATLANTIC HALIBUT - HAL,19
1992,DENMARK GREENLAND - GRL,1D,ATLANTIC HALIBUT - HAL,16
1992,DENMARK GREENLAND - GRL,1B,ATLANTIC HALIBUT - HAL,10
1992,DENMARK GREENLAND - GRL,1A,ATLANTIC HALIBUT - HAL,3
1992,DENMARK GREENLAND - GRL,1E,ATLANTIC HALIBUT - HAL,3
1992,FEDERAL REPUBLIC OF GERMANY - E/DEU,3L,ATLANTIC HALIBUT - HAL,11
1992,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,3PS,ATLANTIC HALIBUT - HAL,35
1992,FRANCE ST. PIERRE ET MIQUELON - FRA-SP,4R,ATLANTIC HALIBUT - HAL,1
1992,JAPAN - JPN,3L,ATLANTIC HALIBUT - HAL,16
1992,JAPAN - JPN,4W,ATLANTIC HALIBUT - HAL,2
1992,JAPAN - JPN,3O,ATLANTIC HALIBUT - HAL,1
1992,JAPAN - JPN,0B,ATLANTIC HALIBUT - HAL,1
1992,JAPAN - JPN,2G,ATLANTIC HALIBUT - HAL,1
1992,PORTUGAL - E/PRT,3N,ATLANTIC HALIBUT - HAL,40
1992,PORTUGAL - E/PRT,3O,ATLANTIC HALIBUT - HAL,20
1992,PORTUGAL - E/PRT,3L,ATLANTIC HALIBUT - HAL,13
1992,PORTUGAL - E/PRT,3M,ATLANTIC HALIBUT - HAL,6
1992,RUSSIA - RUS,0NK,ATLANTIC HALIBUT - HAL,3
1992,UNITED STATES OF AMERICA - USA,5Y,ATLANTIC HALIBUT - HAL,17
1992,UNITED STATES OF AMERICA - USA,5ZU,ATLANTIC HALIBUT - HAL,4
1992,UNITED STATES OF AMERICA - USA,5ZW,ATLANTIC HALIBUT - HAL,1
1991,CANADA MARITIMES - CAN-M,4X,ATLANTIC HALIBUT - HAL,370
1991,CANADA MARITIMES - CAN-M,4W,ATLANTIC HALIBUT - HAL,365
1991,CANADA MARITIMES - CAN-M,4VS,ATLANTIC HALIBUT - HAL,198
1991,CANADA MARITIMES - CAN-M,3O,ATLANTIC HALIBUT - HAL,129
1991,CANADA MARITIMES - CAN-M,3N,ATLANTIC HALIBUT - HAL,80
1991,CANADA MARITIMES - CAN-M,3PS,ATLANTIC HALIBUT - HAL,67
1991,CANADA MARITIMES - CAN-M,5ZC,ATLANTIC HALIBUT - HAL,58
1991,CANADA MARITIMES - CAN-M,3L,ATLANTIC HALIBUT - HAL,53
1991,CANADA MARITIMES - CAN-M,4VN,ATLANTIC HALIBUT - HAL,22
1991,CANADA MARITIMES - CAN-M,4T,ATLANTIC HALIBUT - HAL,20
1991,CANADA MARITIMES - CAN-M,4R,ATLANTIC HALIBUT - HAL,19
1991,CANADA MARITIMES - CAN-M,4S,ATLANTIC HALIBUT - HAL,6
1991,CANADA MARITIMES - CAN-M,0A,ATLANTIC HALIBUT - HAL,5
1991,CANADA MARITIMES - CAN-M,3M,ATLANTIC HALIBUT - HAL,4
1991,CANADA MARITIMES - CAN-M,3K,ATLANTIC HALIBUT - HAL,3
1991,CANADA MARITIMES - CAN-M,3PN,ATLANTIC HALIBUT - HAL,1
1991,CANADA NEWFOUNDLAND - CAN-N,4R,ATLANTIC HALIBUT - HAL,132
1991,CANADA NEWFOUNDLAND - CAN-N,3O,ATLANTIC HALIBUT - HAL,104
1991,CANADA NEWFOUNDLAND - CAN-N,3PS,ATLANTIC HALIBUT - HAL,45
1991,CANADA NEWFOUNDLAND - CAN-N,3L,ATLANTIC HALIBUT - HAL,38
1991,CANADA NEWFOUNDLAND - CAN-N,3K,ATLANTIC HALIBUT - HAL,22
1991,CANADA NEWFOUNDLAND - CAN-N,3PN,ATLANTIC HALIBUT - HAL,18
1991,CANADA NEWFOUNDLAND - CAN-N,2J,ATLANTIC HALIBUT - HAL,6
