Catch Year,Species Code,Species Name,Gear Code,Gear Name,SMA,NAFO Division,Quota,Quota Name,Unit Wt.,Qta Amt,Landed RW,Number of Animals,Landed Value,Discard Dead,Dumped Round,Discard Alive,# of Fishers,# of Vessels,# of Buyers,# of Trips
2002,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,20890,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,29,48.4,0,274325.57,0.48,0,0,138,141,25,407
2002,130,Halibut,51,Longline,3O,3N,21550,3NO Atlantic Halibut Vessels >100',Tonnes,0,4.42,0,25639.6,0,0,0,1,1,1,2
2002,130,Halibut,51,Longline,3O,3O,19818,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,13.22,0,76086.27,0.01,0,0,2,2,3,4
2002,130,Halibut,51,Longline,3O,3O,21287,3NO Atlantic Halibut Fixed Gear < 65',Tonnes,63,1.02,0,5696.16,0,0,0,4,4,5,4
2002,130,Halibut,51,Longline,3O,3O,21549,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,14.75,0,85372.48,0.01,0,0,4,4,1,6
2002,130,Halibut,51,Longline,3O,3O,21550,3NO Atlantic Halibut Vessels >100',Tonnes,0,38.65,0,224249.87,0,0,0,1,2,1,9
2002,130,Halibut,51,Longline,3PS,3PS,19139,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,29,0.56,0,3042.78,0,0,0,3,3,2,3
2002,130,Halibut,51,Longline,3PS,3PS,19821,3Ps Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,4.79,0,27022.17,0,0,0,2,2,3,4
2002,130,Halibut,51,Longline,3PS,3PS,19822,3Ps Atlantic Halibut Vessels >100',Tonnes,0,1.5,0,8697.88,0,0,0,1,2,1,2
2002,130,Halibut,51,Longline,3PS,3PS,20890,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,29,54.23,0,304753.42,0.03,0,0,115,115,12,517
2002,130,Halibut,51,Longline,3PS,3PS,21552,3Ps Atlantic Halibut Fixed Gear  65'-100',Tonnes,0,2.04,0,11850.16,0,0,0,2,2,1,3
2002,130,Halibut,51,Longline,3PS,3PS,21553,3Ps Atlantic Halibut >100',Tonnes,0,27.68,0,160560.58,0,0,0,1,2,1,8
2002,130,Halibut,59,Hand Line (Baited),3PS,3PS,19139,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,29,0.29,0,1571.7,0,0,0,1,1,1,1
2002,130,Halibut,59,Hand Line (Baited),3PS,3PS,20890,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,29,0.01,0,65.52,0,0,0,1,1,0,1
2002,130,Halibut,62,Pot,3PS,3PS,20890,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,29,0.05,0,268.12,0,0,0,2,2,1,2
2003,130,Halibut,12,Bottom Otter Trawl (stern),3O,3N,21550,3NO Atlantic Halibut Vessels >100',Tonnes,0,0.02,0,110,0,0,0,1,1,1,2
2003,130,Halibut,12,Bottom Otter Trawl (stern),3O,3N,22726,3NO Atlantic Halibut Vessels >100',Tonnes,0,3.52,0,21406.79,0.04,0,0,1,13,2,76
2003,130,Halibut,12,Bottom Otter Trawl (stern),3O,3N,23104,3NO Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,0.05,0,313.2,0,0,0,1,1,2,3
2003,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,21288,3NO Atlantic Halibut Mobile Gear < 65',Tonnes,4,0.07,0,439.24,0,0,0,2,2,1,2
2003,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,22485,3NO Atlantic Halibut Mobile Gear < 65',Tonnes,4,4.26,0,28355.97,0,0,0,7,7,3,28
2003,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,22726,3NO Atlantic Halibut Vessels >100',Tonnes,0,2.8,0,18044.85,0.01,0,0,2,15,4,51
2003,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,23104,3NO Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,0.44,0,2924.75,0,0,0,1,1,2,5
2003,130,Halibut,12,Bottom Otter Trawl (stern),3O,3PS,22726,3NO Atlantic Halibut Vessels >100',Tonnes,0,0.04,0,281.25,0,0,0,1,1,1,1
2003,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,20891,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,4,0.15,0,995.28,0,0,0,1,1,1,2
2003,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,21553,3Ps Atlantic Halibut >100',Tonnes,0,7.39,0,47568.32,0.05,0,0,2,8,2,34
2003,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,22116,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,2.41,0,16145.41,0,0,0,7,7,5,11
2003,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,22729,3Ps Atlantic Halibut >100',Tonnes,0,0.38,0,2357.15,0.01,0,0,3,7,3,9
2003,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,23105,3Ps Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,0.82,0,5494.96,0,0,0,1,1,1,4
2003,130,Halibut,21,Danish Seine,3PS,3PS,22116,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,0.1,0,663.74,0,0,0,4,4,2,5
2003,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,22484,3NO Atlantic Halibut Fixed Gear < 65',Tonnes,69,63.67,0,423021.79,3.27,0,0,69,69,25,115
2003,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,22725,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,3.93,0,26468.87,0.01,0,0,2,2,2,8
2003,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,22726,3NO Atlantic Halibut Vessels >100',Tonnes,0,5.33,0,35850.97,0,0,0,1,1,1,2
2003,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,23124,3NO Atlantic Halibut Scandinavian L/L,Tonnes,0,4.41,0,29694.84,0.11,0,0,1,1,1,1
2003,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,23130,3NO Atlantic Halibut Scandinavian L/L,Tonnes,0,25.24,0,168248.43,0,0,0,2,2,1,6
2003,130,Halibut,41,Gill Net (Set or Fixed),3O,3PS,22484,3NO Atlantic Halibut Fixed Gear < 65',Tonnes,69,0.24,0,1586.17,0.02,0,0,2,2,2,2
2003,130,Halibut,41,Gill Net (Set or Fixed),3PS,3O,22115,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,34,0.2,0,1333.78,0,0,0,2,2,3,2
2003,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,20890,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,29,0.01,0,97.5,0,0,0,2,2,1,2
2003,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,22115,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,34,49.69,0,327192.25,0.13,0,0,142,143,27,513
2003,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,22728,3Ps Atlantic Halibut 65'-100',Tonnes,0,0.61,0,4092.49,0.04,0,0,1,1,1,3
2003,130,Halibut,51,Longline,3O,3N,21549,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,6.94,0,46677.24,0,0,0,1,1,1,1
2003,130,Halibut,51,Longline,3O,3O,21549,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,9.26,0,62313.72,0.01,0,0,2,2,2,4
2003,130,Halibut,51,Longline,3O,3O,22484,3NO Atlantic Halibut Fixed Gear < 65',Tonnes,69,4.94,0,32426.26,0,0,0,2,2,2,3
2003,130,Halibut,51,Longline,3O,3O,22725,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,53.47,0,357954.33,0.01,0,0,5,6,6,19
2003,130,Halibut,51,Longline,3O,3PS,22725,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,0.7,0,4712.94,0,0,0,1,1,1,1
2003,130,Halibut,51,Longline,3PS,3PS,20890,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,29,0.09,0,570,0,0,0,2,2,1,4
2003,130,Halibut,51,Longline,3PS,3PS,21552,3Ps Atlantic Halibut Fixed Gear  65'-100',Tonnes,0,21.08,0,135207.69,0,0,0,5,4,2,8
2003,130,Halibut,51,Longline,3PS,3PS,22115,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,34,42.11,0,276411.03,0.04,0,0,106,107,12,405
2003,130,Halibut,51,Longline,3PS,3PS,22728,3Ps Atlantic Halibut 65'-100',Tonnes,0,60.16,0,404867.37,0,0,0,5,6,4,9
2003,130,Halibut,51,Longline,3PS,3PS,22729,3Ps Atlantic Halibut >100',Tonnes,0,0.92,0,6201.37,0,0,0,2,2,2,2
2003,130,Halibut,59,Hand Line (Baited),3PS,3PS,22115,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,34,0.47,0,3067.5,0,0,0,3,3,2,3
2003,130,Halibut,62,Pot,3PS,3PS,22115,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,34,0.06,0,387.32,0,0,0,3,3,2,3
2004,130,Halibut,12,Bottom Otter Trawl (stern),3O,3N,22726,3NO Atlantic Halibut Vessels >100',Tonnes,0,0.13,0,863.93,0,0,0,1,4,1,6
2004,130,Halibut,12,Bottom Otter Trawl (stern),3O,3N,25468,3NO Atlantic Halibut Vessels >100',Tonnes,0,3.38,0,22574.52,0.01,0,0,1,10,2,46
2004,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,25232,3NO Atlantic Halibut Mobile Gear < 65',Tonnes,4,5.13,0,33962.56,0,0,0,6,6,4,29
2004,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,25468,3NO Atlantic Halibut Vessels >100',Tonnes,0,2.36,0,15684.66,0.01,0,0,2,11,3,30
2004,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,25771,3NO Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,0.6,0,3999.4,0,0,0,1,1,1,4
2004,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,22116,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,1.2,0,7954.15,0,0,0,2,2,2,3
2004,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,22729,3Ps Atlantic Halibut >100',Tonnes,0,4.42,0,29420.46,0.01,0,0,2,8,2,34
2004,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,23105,3Ps Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,0.53,0,3534.8,0,0,0,1,1,1,3
2004,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,24903,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,2.66,0,17656.95,0,0,0,5,5,4,8
2004,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,25471,3Ps Atlantic Halibut >100',Tonnes,0,0.64,0,4242.31,0,0,0,3,3,3,6
2004,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,25772,3Ps Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,0.34,0,2232.92,0,0,0,1,1,1,1
2004,130,Halibut,21,Danish Seine,3PS,3PS,24903,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,0.01,0,54.88,0,0,0,1,1,0,1
2004,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,22726,3NO Atlantic Halibut Vessels >100',Tonnes,0,4.61,0,30554.42,0,0,0,1,1,1,2
2004,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,23124,3NO Atlantic Halibut Scandinavian L/L,Tonnes,0,25.27,0,167623.56,0,0,0,1,2,2,4
2004,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,25231,3NO Atlantic Halibut Fixed Gear < 65',Tonnes,71,14.53,0,95483.2,0.2,0,0,20,20,13,35
2004,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,25467,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,1.66,0,11000.01,0,0,0,2,1,2,4
2004,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,25777,3NO Atlantic Halibut Scandinavian L/L,Tonnes,0,1.26,0,8373.41,0,0,0,1,1,1,1
2004,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,22115,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,34,0.02,0,158.76,0,0,0,1,1,1,1
2004,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,24902,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,27.65,0,183273.41,0.08,0,0,134,136,19,391
2004,130,Halibut,51,Longline,3O,3N,25467,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,0.04,0,287.28,0,0,0,1,1,1,1
2004,130,Halibut,51,Longline,3O,3O,22484,3NO Atlantic Halibut Fixed Gear < 65',Tonnes,69,1.09,0,7244.16,0,0,0,1,1,1,1
2004,130,Halibut,51,Longline,3O,3O,22725,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,5.48,0,36357.97,0,0,0,2,2,1,2
2004,130,Halibut,51,Longline,3O,3O,22726,3NO Atlantic Halibut Vessels >100',Tonnes,0,0.21,0,1412.1,0,0,0,1,1,1,1
2004,130,Halibut,51,Longline,3O,3O,25231,3NO Atlantic Halibut Fixed Gear < 65',Tonnes,71,3.56,0,23572.22,0.03,0,0,2,2,2,3
2004,130,Halibut,51,Longline,3O,3O,25467,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,7.79,0,51648.64,0.1,0,0,3,4,3,5
2004,130,Halibut,51,Longline,3O,3O,25468,3NO Atlantic Halibut Vessels >100',Tonnes,0,8.93,0,59206.29,0,0,0,1,2,1,4
2004,130,Halibut,51,Longline,3PS,3O,25470,3Ps Atlantic Halibut 65'-100',Tonnes,0,0.03,0,226.57,0,0,0,1,1,1,1
2004,130,Halibut,51,Longline,3PS,3PS,22115,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,34,0.44,0,3523.93,0,0,0,2,2,1,2
2004,130,Halibut,51,Longline,3PS,3PS,22728,3Ps Atlantic Halibut 65'-100',Tonnes,0,4.61,0,30571.6,0,0,0,1,1,1,1
2004,130,Halibut,51,Longline,3PS,3PS,22729,3Ps Atlantic Halibut >100',Tonnes,0,6.21,0,41177.16,0,0,0,2,2,2,2
2004,130,Halibut,51,Longline,3PS,3PS,24902,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,55.92,0,369910.86,0,0,0,109,109,12,538
2004,130,Halibut,51,Longline,3PS,3PS,25470,3Ps Atlantic Halibut 65'-100',Tonnes,0,56.56,0,374959.05,0,0,0,4,4,3,6
2004,130,Halibut,51,Longline,3PS,3PS,25471,3Ps Atlantic Halibut >100',Tonnes,0,39.97,0,265108.14,0,0,0,1,1,2,2
2004,130,Halibut,59,Hand Line (Baited),3PS,3PS,24902,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,0.01,0,37.8,0,0,0,1,1,1,1
2005,130,Halibut,12,Bottom Otter Trawl (stern),3L,3N,26674,3L Atlantic Halibut >100',Tonnes,0,0,0,0,0,0,0,1,1,1,1
2005,130,Halibut,12,Bottom Otter Trawl (stern),3O,3N,25468,3NO Atlantic Halibut Vessels >100',Tonnes,0,0.17,0,1117.46,0,0,0,1,3,1,6
2005,130,Halibut,12,Bottom Otter Trawl (stern),3O,3N,26701,3NO Atlantic Halibut Vessels >100',Tonnes,0,3.48,0,23168.7,0,0,0,1,6,1,36
2005,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,26466,3NO Atlantic Halibut Mobile Gear < 65',Tonnes,4,3.34,0,21941.23,0,0,0,9,9,7,24
2005,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,26701,3NO Atlantic Halibut Vessels >100',Tonnes,0,11.34,0,64223.27,0.06,0,0,3,9,5,30
2005,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,26994,3NO Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,1.43,0,9480.25,0,0,0,1,1,4,12
2005,130,Halibut,12,Bottom Otter Trawl (stern),3PN,3N,25443,3Pn Atlantic Halibut >100',Tonnes,0,0,0,0,0,0,0,1,1,1,1
2005,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,24903,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,0.43,0,2821.7,0,0,0,4,4,4,6
2005,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,25471,3Ps Atlantic Halibut >100',Tonnes,0,3.26,0,21088.66,0.03,0,0,2,5,2,16
2005,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,25772,3Ps Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,0.92,0,6067.09,0,0,0,1,1,2,4
2005,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,26144,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,1.24,0,7982.19,0,0,0,4,4,4,5
2005,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,26704,3Ps Atlantic Halibut >100',Tonnes,0,0.39,0,2534.98,0.09,0,0,3,5,4,6
2005,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,26995,3Ps Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,0.72,0,4746.98,0,0,0,1,1,1,2
2005,130,Halibut,21,Danish Seine,3PS,3PS,26144,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,0.03,0,185.64,0,0,0,2,2,0,2
2005,130,Halibut,41,Gill Net (Set or Fixed),3O,3N,26465,3NO Atlantic Halibut Fixed Gear < 65',Tonnes,71,0.01,0,83.65,0,0,0,1,1,1,1
2005,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,25777,3NO Atlantic Halibut Scandinavian L/L,Tonnes,0,18.23,0,120561.93,0,0,0,1,2,1,2
2005,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,26465,3NO Atlantic Halibut Fixed Gear < 65',Tonnes,71,23.36,0,154201.32,0.58,0,0,25,25,16,51
2005,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,26700,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,0.85,0,5625.87,0.08,0,0,1,1,1,2
2005,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,26701,3NO Atlantic Halibut Vessels >100',Tonnes,0,0.92,0,5849.48,0,0,0,1,1,1,1
2005,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,24902,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,0.2,0,1304.92,0,0,0,6,6,5,6
2005,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,25471,3Ps Atlantic Halibut >100',Tonnes,0,0.01,0,68.4,0,0,0,1,1,0,1
2005,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,26143,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,39.16,0,254119.71,0.42,0,0,133,134,27,460
2005,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,26704,3Ps Atlantic Halibut >100',Tonnes,0,1.33,0,8809.92,0,0,0,1,1,1,1
2005,130,Halibut,51,Longline,3O,3O,25467,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,19.25,0,126910.86,0,0,0,3,3,2,5
2005,130,Halibut,51,Longline,3O,3O,25777,3NO Atlantic Halibut Scandinavian L/L,Tonnes,0,0.24,0,721.62,0,0,0,1,1,2,1
2005,130,Halibut,51,Longline,3O,3O,26700,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,8.13,0,52530.78,0.01,0,0,3,3,2,3
2005,130,Halibut,51,Longline,3O,3O,26701,3NO Atlantic Halibut Vessels >100',Tonnes,0,1.09,0,7192.26,0,0,0,1,1,1,5
2005,130,Halibut,51,Longline,3PS,3PS,24902,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,0.14,0,904.88,0,0,0,2,2,0,2
2005,130,Halibut,51,Longline,3PS,3PS,25470,3Ps Atlantic Halibut 65'-100',Tonnes,0,3.23,0,21375,0,0,0,3,3,3,3
2005,130,Halibut,51,Longline,3PS,3PS,26143,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,43.16,0,277240.06,0.05,0,0,127,126,16,529
2005,130,Halibut,51,Longline,3PS,3PS,26703,3Ps Atlantic Halibut 65'-100',Tonnes,0,43.24,0,285997.52,0.44,0,0,4,4,3,5
2005,130,Halibut,51,Longline,3PS,3PS,26704,3Ps Atlantic Halibut >100',Tonnes,0,19.27,0,127466.82,0,0,0,2,2,2,4
2006,130,Halibut,12,Bottom Otter Trawl (stern),3O,3N,26701,3NO Atlantic Halibut Vessels >100',Tonnes,0,0,0,0,0,0,0,1,1,1,1
2006,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,26701,3NO Atlantic Halibut Vessels >100',Tonnes,0,9,0,54938.15,0.16,0,0,1,1,1,3
2006,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,27814,3NO Atlantic Halibut Mobile Gear < 65',Tonnes,4,2.87,0,17495.63,0,0,0,8,8,6,21
2006,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,28046,3NO Atlantic Halibut Vessels >100',Tonnes,0,0.76,0,3803.48,0.01,0,0,2,5,3,11
2006,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,28334,3NO Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,1.5,0,9047.09,0.01,0,0,1,1,3,13
2006,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,26144,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,0.47,0,2864.73,0,0,0,3,4,5,6
2006,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,26704,3Ps Atlantic Halibut >100',Tonnes,0,0.62,0,3818.2,0,0,0,2,5,2,8
2006,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,27496,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,1.38,0,8315.54,0,0,0,4,4,4,6
2006,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,28049,3Ps Atlantic Halibut >100',Tonnes,0,2.4,0,14526.32,0,0,0,2,4,3,7
2006,130,Halibut,12,Bottom Otter Trawl (stern),4VS,3PS,28063,4VS Atlantic Halibut Vessels  >100',Tonnes,0,0.01,0,69.79,0,0,0,1,1,1,1
2006,130,Halibut,21,Danish Seine,3PS,3PS,27496,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,0.09,0,547.38,0,0,0,2,2,1,2
2006,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,26700,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,4.69,0,28223.23,0,0,0,1,1,1,1
2006,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,27813,3NO Atlantic Halibut Fixed Gear < 65',Tonnes,71,25.07,0,151407.34,0.36,0,0,23,23,12,57
2006,130,Halibut,41,Gill Net (Set or Fixed),3O,3O,28045,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,0.24,0,1452.38,0.04,0,0,2,2,1,2
2006,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,26143,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,0.15,0,929.89,0,0,0,1,1,0,1
2006,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,26703,3Ps Atlantic Halibut 65'-100',Tonnes,0,0.85,0,5089.99,0,0,0,2,2,2,2
2006,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,27495,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,48.4,0,296395.43,0.65,0,0,153,151,28,463
2006,130,Halibut,41,Gill Net (Set or Fixed),3PS,3PS,28048,3Ps Atlantic Halibut 65'-100',Tonnes,0,0.02,0,91.2,0,0,0,1,1,1,1
2006,130,Halibut,51,Longline,3O,3O,26700,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,11.15,0,67060.94,0,0,0,2,2,2,2
2006,130,Halibut,51,Longline,3O,3O,26701,3NO Atlantic Halibut Vessels >100',Tonnes,0,0.08,0,472.73,0,0,0,1,1,1,1
2006,130,Halibut,51,Longline,3O,3O,27000,3NO Atlantic Halibut Scandinavian L/L,Tonnes,0,43.91,0,264101.11,0,0,0,1,2,1,3
2006,130,Halibut,51,Longline,3O,3O,27813,3NO Atlantic Halibut Fixed Gear < 65',Tonnes,71,5.08,0,30528.5,0,0,0,2,2,2,2
2006,130,Halibut,51,Longline,3O,3O,28045,3NO Atlantic Halibut Fixed Gear 65'-100',Tonnes,0,0.24,0,1430.6,0,0,0,1,1,1,1
2006,130,Halibut,51,Longline,3O,3O,28046,3NO Atlantic Halibut Vessels >100',Tonnes,0,0.69,0,4145.62,0,0,0,1,2,2,3
2006,130,Halibut,51,Longline,3PS,3PS,26143,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,0.27,0,1632.75,0,0,0,6,6,0,8
2006,130,Halibut,51,Longline,3PS,3PS,26703,3Ps Atlantic Halibut 65'-100',Tonnes,0,1.21,0,7258.76,0,0,0,1,1,1,1
2006,130,Halibut,51,Longline,3PS,3PS,26704,3Ps Atlantic Halibut >100',Tonnes,0,2.61,0,15699.29,0,0,0,2,3,2,6
2006,130,Halibut,51,Longline,3PS,3PS,27495,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,36.92,0,230139.19,0,0,0,97,98,16,531
2006,130,Halibut,51,Longline,3PS,3PS,28048,3Ps Atlantic Halibut 65'-100',Tonnes,0,5.25,0,31560.33,0,0,0,2,2,2,2
2006,130,Halibut,51,Longline,3PS,3PS,28049,3Ps Atlantic Halibut >100',Tonnes,0,14.58,0,90641.46,0,0,0,2,2,2,2
2006,130,Halibut,59,Hand Line (Baited),3PS,3PS,27495,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,0.01,0,32.21,0,0,0,1,1,1,1
2006,130,Halibut,62,Pot,3PS,3PS,27495,3Ps Atlantic Halibut  Fixed Gear < 65',Tonnes,33,0.06,0,334.22,0,0,0,3,3,2,3
2007,130,Halibut,12,Bottom Otter Trawl (stern),3O,3N,29338,3NO Atlantic Halibut Vessels >100',Tonnes,0,0.46,0,2953.59,0,0,0,3,3,3,11
2007,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,29125,3NO Atlantic Halibut Mobile Gear < 65',Tonnes,0,0.73,0,4450.3,0.03,0,0,2,2,3,7
2007,130,Halibut,12,Bottom Otter Trawl (stern),3O,3O,29338,3NO Atlantic Halibut Vessels >100',Tonnes,0,1.41,0,8395.03,0,0,0,2,5,2,13
2007,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,27496,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,0.64,0,3822.11,0,0,0,1,1,3,3
2007,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,28049,3Ps Atlantic Halibut >100',Tonnes,0,1.76,0,10787.71,0.01,0,0,3,6,3,18
2007,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,28335,3Ps Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,0,0,0,0,0,0,1,1,1,1
2007,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,28824,3Ps Atlantic Halibut  Mobile Gear < 65' ,Tonnes,5,0.99,0,6069.4,0,0,0,4,4,4,12
2007,130,Halibut,12,Bottom Otter Trawl (stern),3PS,3PS,29621,3Ps Atlantic Halibut Mobile Gear 65'-100',Tonnes,0,0.14,0,857.78,0,0,0,1,1,1,2
