"YR"	"GEAR"	"NAFO"	"SEX"	"LEN"	"SAMPLE_NUM_AT_LEN"	"NUM_AT_LEN"
"2000"	"51"	"4WK"	"0"	"77"	"1"	"1.16"
"2000"	"51"	"4WK"	"1"	"82"	"1"	"1.32"
"2000"	"51"	"4WK"	"1"	"84"	"1"	"1.02"
"2000"	"51"	"4WK"	"1"	"88"	"1"	"1.16"
"2000"	"51"	"4WK"	"1"	"89"	"1"	"1.32"
"2000"	"51"	"4WK"	"1"	"96"	"1"	"1.16"
"2000"	"51"	"4WK"	"2"	"82"	"1"	"1.32"
"2000"	"51"	"4WK"	"2"	"83"	"1"	"1.32"
"2000"	"51"	"4WK"	"2"	"85"	"1"	"1.32"
"2000"	"51"	"4WK"	"2"	"89"	"1"	"1.32"
"2000"	"51"	"4WL"	"0"	"69"	"1"	"1"
"2000"	"51"	"4WL"	"0"	"70"	"1"	"1"
"2000"	"51"	"4WL"	"0"	"71"	"2"	"2"
"2000"	"51"	"4WL"	"0"	"72"	"3"	"3.03"
"2000"	"51"	"4WL"	"0"	"73"	"1"	"1"
"2000"	"51"	"4WL"	"0"	"74"	"4"	"4"
"2000"	"51"	"4WL"	"0"	"75"	"3"	"3"
"2000"	"51"	"4WL"	"0"	"76"	"8"	"8"
"2000"	"51"	"4WL"	"0"	"77"	"6"	"6"
"2000"	"51"	"4WL"	"0"	"78"	"11"	"11.03"
"2000"	"51"	"4WL"	"0"	"79"	"13"	"13.03"
"2000"	"51"	"4WL"	"0"	"80"	"9"	"9"
"2000"	"51"	"4WL"	"0"	"85"	"1"	"1"
"2000"	"51"	"4WL"	"1"	"81"	"16"	"16.18"
"2000"	"51"	"4WL"	"1"	"82"	"13"	"13.07"
"2000"	"51"	"4WL"	"1"	"83"	"16"	"16"
"2000"	"51"	"4WL"	"1"	"84"	"3"	"3"
"2000"	"51"	"4WL"	"1"	"85"	"8"	"8.16"
"2000"	"51"	"4WL"	"1"	"86"	"9"	"9.03"
"2000"	"51"	"4WL"	"1"	"87"	"6"	"6"
"2000"	"51"	"4WL"	"1"	"88"	"10"	"10"
"2000"	"51"	"4WL"	"1"	"89"	"11"	"11"
"2000"	"51"	"4WL"	"1"	"90"	"6"	"6"
"2000"	"51"	"4WL"	"1"	"91"	"17"	"17"
"2000"	"51"	"4WL"	"1"	"92"	"12"	"12"
"2000"	"51"	"4WL"	"1"	"93"	"9"	"9"
"2000"	"51"	"4WL"	"1"	"94"	"5"	"5"
"2000"	"51"	"4WL"	"1"	"95"	"13"	"13"
"2000"	"51"	"4WL"	"1"	"96"	"5"	"5"
"2000"	"51"	"4WL"	"1"	"97"	"8"	"8"
"2000"	"51"	"4WL"	"1"	"98"	"5"	"5"
"2000"	"51"	"4WL"	"1"	"99"	"6"	"6"
"2000"	"51"	"4WL"	"1"	"100"	"3"	"3"
"2000"	"51"	"4WL"	"1"	"101"	"2"	"2"
"2000"	"51"	"4WL"	"1"	"102"	"5"	"5.07"
"2000"	"51"	"4WL"	"1"	"103"	"3"	"3"
"2000"	"51"	"4WL"	"1"	"104"	"3"	"3"
"2000"	"51"	"4WL"	"1"	"105"	"2"	"2"
"2000"	"51"	"4WL"	"1"	"108"	"1"	"1"
"2000"	"51"	"4WL"	"1"	"109"	"2"	"2"
"2000"	"51"	"4WL"	"1"	"111"	"1"	"1"
"2000"	"51"	"4WL"	"1"	"112"	"2"	"2"
"2000"	"51"	"4WL"	"1"	"117"	"1"	"1"
"2000"	"51"	"4WL"	"1"	"118"	"1"	"1"
"2000"	"51"	"4WL"	"1"	"119"	"1"	"1"
"2000"	"51"	"4WL"	"1"	"124"	"1"	"1"
"2000"	"51"	"4WL"	"1"	"128"	"1"	"1"
"2000"	"51"	"4WL"	"1"	"136"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"81"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"83"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"84"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"85"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"86"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"87"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"88"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"89"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"91"	"3"	"3"
"2000"	"51"	"4WL"	"2"	"92"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"93"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"94"	"3"	"3"
"2000"	"51"	"4WL"	"2"	"95"	"3"	"3"
"2000"	"51"	"4WL"	"2"	"96"	"3"	"3"
"2000"	"51"	"4WL"	"2"	"98"	"5"	"5.16"
"2000"	"51"	"4WL"	"2"	"99"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"100"	"4"	"4"
"2000"	"51"	"4WL"	"2"	"101"	"3"	"3"
"2000"	"51"	"4WL"	"2"	"102"	"3"	"3"
"2000"	"51"	"4WL"	"2"	"103"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"104"	"4"	"4"
"2000"	"51"	"4WL"	"2"	"105"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"106"	"3"	"3"
"2000"	"51"	"4WL"	"2"	"109"	"3"	"3"
"2000"	"51"	"4WL"	"2"	"110"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"111"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"112"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"113"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"114"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"115"	"3"	"3"
"2000"	"51"	"4WL"	"2"	"116"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"117"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"118"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"121"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"123"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"124"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"125"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"126"	"3"	"3"
"2000"	"51"	"4WL"	"2"	"127"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"128"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"130"	"4"	"4"
"2000"	"51"	"4WL"	"2"	"131"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"132"	"7"	"7"
"2000"	"51"	"4WL"	"2"	"133"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"134"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"135"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"136"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"138"	"3"	"3"
"2000"	"51"	"4WL"	"2"	"139"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"140"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"142"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"144"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"145"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"146"	"4"	"4"
"2000"	"51"	"4WL"	"2"	"149"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"150"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"151"	"2"	"2"
"2000"	"51"	"4WL"	"2"	"154"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"155"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"156"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"157"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"180"	"1"	"1"
"2000"	"51"	"4WL"	"2"	"200"	"1"	"1"
"2000"	"51"	"4XN"	"0"	"66"	"1"	"1.15"
"2000"	"51"	"4XN"	"0"	"69"	"2"	"2.15"
"2000"	"51"	"4XN"	"0"	"70"	"3"	"3.17"
"2000"	"51"	"4XN"	"0"	"72"	"1"	"1"
"2000"	"51"	"4XN"	"0"	"73"	"1"	"1"
"2000"	"51"	"4XN"	"0"	"75"	"5"	"5.07"
"2000"	"51"	"4XN"	"0"	"76"	"4"	"4.15"
"2000"	"51"	"4XN"	"0"	"77"	"4"	"4"
"2000"	"51"	"4XN"	"0"	"78"	"7"	"7.34"
"2000"	"51"	"4XN"	"0"	"79"	"7"	"7.15"
"2000"	"51"	"4XN"	"0"	"80"	"10"	"10.96"
"2000"	"51"	"4XN"	"0"	"82"	"1"	"1.39"
"2000"	"51"	"4XN"	"1"	"81"	"8"	"8.49"
"2000"	"51"	"4XN"	"1"	"82"	"7"	"7.21"
"2000"	"51"	"4XN"	"1"	"83"	"9"	"9.35"
"2000"	"51"	"4XN"	"1"	"84"	"5"	"5.31"
"2000"	"51"	"4XN"	"1"	"85"	"4"	"4"
"2000"	"51"	"4XN"	"1"	"86"	"4"	"4.15"
"2000"	"51"	"4XN"	"1"	"87"	"3"	"3.23"
"2000"	"51"	"4XN"	"1"	"88"	"6"	"6.22"
"2000"	"51"	"4XN"	"1"	"89"	"7"	"7.3"
"2000"	"51"	"4XN"	"1"	"90"	"4"	"4"
"2000"	"51"	"4XN"	"1"	"91"	"1"	"1"
"2000"	"51"	"4XN"	"1"	"92"	"5"	"5.06"
"2000"	"51"	"4XN"	"1"	"93"	"13"	"13.32"
"2000"	"51"	"4XN"	"1"	"94"	"4"	"4"
"2000"	"51"	"4XN"	"1"	"95"	"5"	"5.34"
"2000"	"51"	"4XN"	"1"	"96"	"4"	"4.11"
"2000"	"51"	"4XN"	"1"	"97"	"3"	"3.17"
"2000"	"51"	"4XN"	"1"	"98"	"7"	"7.28"
"2000"	"51"	"4XN"	"1"	"99"	"2"	"2"
"2000"	"51"	"4XN"	"1"	"100"	"2"	"2.17"
"2000"	"51"	"4XN"	"1"	"104"	"1"	"1"
"2000"	"51"	"4XN"	"1"	"105"	"1"	"1"
"2000"	"51"	"4XN"	"1"	"106"	"1"	"1"
"2000"	"51"	"4XN"	"1"	"108"	"1"	"1"
"2000"	"51"	"4XN"	"1"	"109"	"1"	"1"
"2000"	"51"	"4XN"	"1"	"110"	"1"	"1"
"2000"	"51"	"4XN"	"1"	"115"	"1"	"1.06"
"2000"	"51"	"4XN"	"1"	"117"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"82"	"3"	"3.01"
"2000"	"51"	"4XN"	"2"	"84"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"86"	"3"	"3"
"2000"	"51"	"4XN"	"2"	"88"	"3"	"3.37"
"2000"	"51"	"4XN"	"2"	"89"	"1"	"1.01"
"2000"	"51"	"4XN"	"2"	"90"	"2"	"2.21"
"2000"	"51"	"4XN"	"2"	"92"	"1"	"1.34"
"2000"	"51"	"4XN"	"2"	"93"	"3"	"3"
"2000"	"51"	"4XN"	"2"	"95"	"1"	"1.15"
"2000"	"51"	"4XN"	"2"	"96"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"97"	"2"	"2.24"
"2000"	"51"	"4XN"	"2"	"98"	"3"	"3.15"
"2000"	"51"	"4XN"	"2"	"99"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"100"	"2"	"2.29"
"2000"	"51"	"4XN"	"2"	"101"	"1"	"1.15"
"2000"	"51"	"4XN"	"2"	"102"	"2"	"2"
"2000"	"51"	"4XN"	"2"	"103"	"2"	"2.06"
"2000"	"51"	"4XN"	"2"	"104"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"105"	"2"	"2"
"2000"	"51"	"4XN"	"2"	"106"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"109"	"1"	"1.16"
"2000"	"51"	"4XN"	"2"	"113"	"1"	"1.01"
"2000"	"51"	"4XN"	"2"	"114"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"116"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"117"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"119"	"1"	"1.06"
"2000"	"51"	"4XN"	"2"	"120"	"1"	"1.17"
"2000"	"51"	"4XN"	"2"	"123"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"125"	"2"	"2"
"2000"	"51"	"4XN"	"2"	"126"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"127"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"128"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"130"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"132"	"2"	"2"
"2000"	"51"	"4XN"	"2"	"134"	"1"	"1.09"
"2000"	"51"	"4XN"	"2"	"136"	"2"	"2"
"2000"	"51"	"4XN"	"2"	"138"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"140"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"143"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"145"	"1"	"1.06"
"2000"	"51"	"4XN"	"2"	"151"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"172"	"1"	"1"
"2000"	"51"	"4XN"	"2"	"179"	"1"	"1"
"2000"	"51"	"4XO"	"0"	"76"	"1"	"1"
"2000"	"51"	"4XO"	"0"	"77"	"2"	"2.59"
"2000"	"51"	"4XO"	"0"	"79"	"1"	"1.15"
"2000"	"51"	"4XO"	"0"	"86"	"2"	"2.71"
"2000"	"51"	"4XO"	"0"	"89"	"1"	"1"
"2000"	"51"	"4XO"	"0"	"90"	"1"	"1.41"
"2000"	"51"	"4XO"	"0"	"91"	"1"	"1.59"
"2000"	"51"	"4XO"	"0"	"93"	"1"	"1.61"
"2000"	"51"	"4XO"	"0"	"95"	"1"	"1.41"
"2000"	"51"	"4XO"	"0"	"101"	"1"	"1.12"
"2000"	"51"	"4XO"	"0"	"142"	"1"	"1.12"
"2000"	"51"	"4XO"	"1"	"82"	"1"	"1"
"2000"	"51"	"4XO"	"1"	"84"	"1"	"1.72"
"2000"	"51"	"4XO"	"1"	"86"	"3"	"3.38"
"2000"	"51"	"4XO"	"1"	"87"	"1"	"1.26"
"2000"	"51"	"4XO"	"1"	"88"	"2"	"2"
"2000"	"51"	"4XO"	"1"	"92"	"1"	"1.26"
"2000"	"51"	"4XO"	"1"	"98"	"1"	"1"
"2000"	"51"	"4XO"	"1"	"101"	"1"	"1.11"
"2000"	"51"	"4XO"	"1"	"102"	"1"	"1"
"2000"	"51"	"4XO"	"1"	"105"	"1"	"1.11"
"2000"	"51"	"4XO"	"1"	"108"	"1"	"1"
"2000"	"51"	"4XO"	"1"	"118"	"1"	"1"
"2000"	"51"	"4XO"	"2"	"82"	"1"	"1"
"2000"	"51"	"4XO"	"2"	"91"	"1"	"1.09"
"2000"	"51"	"4XO"	"2"	"92"	"2"	"2.55"
"2000"	"51"	"4XO"	"2"	"94"	"3"	"3.87"
"2000"	"51"	"4XO"	"2"	"95"	"1"	"1.11"
"2000"	"51"	"4XO"	"2"	"96"	"4"	"5.14"
"2000"	"51"	"4XO"	"2"	"97"	"1"	"1"
"2000"	"51"	"4XO"	"2"	"98"	"3"	"3.09"
"2000"	"51"	"4XO"	"2"	"100"	"1"	"1.09"
"2000"	"51"	"4XO"	"2"	"102"	"3"	"3"
"2000"	"51"	"4XO"	"2"	"104"	"2"	"2.26"
"2000"	"51"	"4XO"	"2"	"105"	"1"	"1"
"2000"	"51"	"4XO"	"2"	"106"	"4"	"4.17"
"2000"	"51"	"4XO"	"2"	"108"	"1"	"1"
"2000"	"51"	"4XO"	"2"	"109"	"1"	"1.02"
"2000"	"51"	"4XO"	"2"	"110"	"4"	"4.28"
"2000"	"51"	"4XO"	"2"	"112"	"3"	"3.11"
"2000"	"51"	"4XO"	"2"	"115"	"1"	"1"
"2000"	"51"	"4XO"	"2"	"116"	"1"	"1"
"2000"	"51"	"4XO"	"2"	"119"	"1"	"1"
"2000"	"51"	"4XO"	"2"	"120"	"1"	"1.09"
"2000"	"51"	"4XO"	"2"	"124"	"1"	"1.38"
"2000"	"51"	"4XO"	"2"	"125"	"1"	"1"
"2000"	"51"	"4XO"	"2"	"126"	"1"	"1.38"
"2000"	"51"	"4XO"	"2"	"131"	"1"	"1"
"2000"	"51"	"4XO"	"2"	"144"	"2"	"2"
"2000"	"51"	"4XO"	"2"	"151"	"1"	"1"
"2000"	"51"	"4XP"	"1"	"87"	"1"	"1.05"
"2000"	"51"	"5ZJ"	"0"	"75"	"2"	"2.18"
"2000"	"51"	"5ZJ"	"0"	"78"	"1"	"1.23"
"2000"	"51"	"5ZJ"	"1"	"72"	"2"	"2.41"
"2000"	"51"	"5ZJ"	"1"	"75"	"1"	"1.21"
"2000"	"51"	"5ZJ"	"1"	"84"	"2"	"2.52"
"2000"	"51"	"5ZJ"	"1"	"89"	"1"	"1.01"
"2000"	"51"	"5ZJ"	"1"	"93"	"1"	"1.09"
"2000"	"51"	"5ZJ"	"2"	"83"	"1"	"1.37"
"2000"	"51"	"5ZJ"	"2"	"118"	"1"	"1"
"2000"	"51"	"5ZJ"	"2"	"146"	"1"	"1.01"
"2000"	"51"	"5ZJ"	"2"	"154"	"1"	"1"
"2001"	"12"	"3PS"	"2"	"123"	"1"	"1.02"
"2001"	"12"	"3PS"	"2"	"132"	"1"	"1.02"
"2001"	"12"	"3PS"	"2"	"144"	"1"	"1.02"
"2001"	"12"	"4VS"	"0"	"78"	"1"	"1"
"2001"	"12"	"4VS"	"0"	"79"	"1"	"1.6"
"2001"	"12"	"4VS"	"0"	"81"	"1"	"1.05"
"2001"	"12"	"4VS"	"0"	"82"	"2"	"2.05"
"2001"	"12"	"4VS"	"0"	"84"	"1"	"1"
"2001"	"12"	"4VS"	"0"	"87"	"2"	"2.05"
"2001"	"12"	"4VS"	"0"	"88"	"1"	"1.28"
"2001"	"12"	"4VS"	"0"	"97"	"1"	"1"
"2001"	"12"	"4VS"	"0"	"99"	"1"	"1.9"
"2001"	"12"	"4VS"	"0"	"108"	"1"	"1"
"2001"	"12"	"4VS"	"0"	"111"	"1"	"1"
"2001"	"12"	"4VS"	"0"	"120"	"1"	"1"
"2001"	"12"	"4VS"	"0"	"131"	"1"	"1"
"2001"	"12"	"4W"	"0"	"95"	"1"	"1"
"2001"	"12"	"4WK"	"0"	"78"	"1"	"1"
"2001"	"12"	"4XN"	"1"	"85"	"1"	"2.13"
"2001"	"12"	"4XN"	"2"	"108"	"1"	"1.34"
"2001"	"12"	"4XO"	"0"	"73"	"1"	"1"
"2001"	"12"	"4XO"	"0"	"77"	"2"	"2.21"
"2001"	"12"	"4XO"	"1"	"84"	"1"	"1"
"2001"	"12"	"4XO"	"1"	"87"	"1"	"1"
"2001"	"12"	"4XO"	"2"	"126"	"1"	"1"
"2001"	"12"	"4XP"	"0"	"36"	"1"	"1"
"2001"	"12"	"4XP"	"0"	"37"	"1"	"1.1"
"2001"	"12"	"4XP"	"0"	"38"	"1"	"1"
"2001"	"12"	"4XP"	"0"	"48"	"1"	"1"
"2001"	"12"	"4XP"	"0"	"54"	"1"	"1.1"
"2001"	"12"	"4XP"	"0"	"56"	"1"	"1"
"2001"	"12"	"4XP"	"1"	"84"	"1"	"2.22"
"2001"	"12"	"4XP"	"1"	"91"	"1"	"1.58"
"2001"	"12"	"4XP"	"2"	"86"	"1"	"2.07"
"2001"	"12"	"4XR"	"0"	"38"	"1"	"1.37"
"2001"	"12"	"4XR"	"0"	"82"	"1"	"1"
"2001"	"12"	"5ZJ"	"0"	"61"	"1"	"1.02"
"2001"	"12"	"5ZJ"	"0"	"76"	"1"	"1"
"2001"	"12"	"5ZJ"	"0"	"79"	"1"	"1"
"2001"	"12"	"5ZJ"	"1"	"86"	"1"	"1.32"
"2001"	"12"	"5ZJ"	"1"	"92"	"1"	"1.02"
"2001"	"12"	"5ZJ"	"1"	"141"	"1"	"1.02"
"2001"	"12"	"5ZJ"	"2"	"103"	"1"	"1.04"
"2001"	"12"	"5ZJ"	"2"	"141"	"1"	"1"
"2001"	"50"	"3OA"	"1"	"100"	"1"	"1"
"2001"	"50"	"3OA"	"2"	"108"	"1"	"1.01"
"2001"	"50"	"3OA"	"2"	"117"	"1"	"1"
"2001"	"50"	"3OA"	"2"	"141"	"1"	"1.01"
"2001"	"50"	"3OA"	"2"	"161"	"1"	"1.01"
"2001"	"50"	"3OA"	"2"	"165"	"1"	"1"
"2001"	"50"	"3OC"	"1"	"104"	"1"	"1.56"
"2001"	"50"	"3OC"	"1"	"122"	"1"	"1.56"
"2001"	"50"	"3OC"	"2"	"91"	"1"	"1"
"2001"	"50"	"3OC"	"2"	"97"	"1"	"1"
"2001"	"50"	"3OC"	"2"	"99"	"1"	"1.56"
"2001"	"50"	"3OC"	"2"	"100"	"2"	"2.61"
"2001"	"50"	"3OC"	"2"	"102"	"1"	"1.56"
"2001"	"50"	"3OC"	"2"	"105"	"1"	"1"
"2001"	"50"	"3OC"	"2"	"106"	"1"	"1.05"
"2001"	"50"	"3OC"	"2"	"107"	"2"	"2.61"
"2001"	"50"	"3OC"	"2"	"109"	"1"	"1"
"2001"	"50"	"3OC"	"2"	"110"	"1"	"1.56"
"2001"	"50"	"3OC"	"2"	"113"	"2"	"2"
"2001"	"50"	"3OC"	"2"	"114"	"1"	"1.05"
"2001"	"50"	"3OC"	"2"	"119"	"1"	"1"
"2001"	"50"	"3OC"	"2"	"120"	"1"	"1.05"
"2001"	"50"	"3OC"	"2"	"124"	"1"	"1.56"
"2001"	"50"	"3OC"	"2"	"145"	"2"	"3.12"
"2001"	"50"	"3OD"	"1"	"83"	"1"	"1"
"2001"	"50"	"3OE"	"0"	"80"	"1"	"1"
"2001"	"50"	"3OE"	"1"	"84"	"1"	"1"
"2001"	"50"	"3OE"	"1"	"85"	"2"	"2"
"2001"	"50"	"3OE"	"1"	"87"	"1"	"1"
"2001"	"50"	"3OE"	"1"	"88"	"1"	"1"
"2001"	"50"	"3OE"	"1"	"96"	"1"	"1"
"2001"	"50"	"3OE"	"1"	"119"	"1"	"1.07"
"2001"	"50"	"3OE"	"2"	"87"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"89"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"91"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"92"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"94"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"96"	"2"	"2"
"2001"	"50"	"3OE"	"2"	"100"	"2"	"2.07"
"2001"	"50"	"3OE"	"2"	"101"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"104"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"109"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"112"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"113"	"2"	"2"
"2001"	"50"	"3OE"	"2"	"114"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"115"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"116"	"3"	"3.09"
"2001"	"50"	"3OE"	"2"	"117"	"2"	"2.09"
"2001"	"50"	"3OE"	"2"	"118"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"119"	"2"	"2.16"
"2001"	"50"	"3OE"	"2"	"120"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"121"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"123"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"125"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"128"	"1"	"1"
"2001"	"50"	"3OE"	"2"	"132"	"1"	"1.07"
"2001"	"50"	"3OE"	"2"	"143"	"1"	"1"
"2001"	"50"	"4VC"	"0"	"74"	"1"	"1"
"2001"	"50"	"4VC"	"0"	"76"	"1"	"1"
"2001"	"50"	"4VC"	"0"	"77"	"2"	"2"
"2001"	"50"	"4VC"	"0"	"78"	"2"	"2"
"2001"	"50"	"4VC"	"0"	"79"	"4"	"4"
"2001"	"50"	"4VC"	"0"	"80"	"3"	"3"
"2001"	"50"	"4VC"	"0"	"85"	"1"	"1"
"2001"	"50"	"4VC"	"1"	"82"	"3"	"3"
"2001"	"50"	"4VC"	"1"	"83"	"3"	"3"
"2001"	"50"	"4VC"	"1"	"84"	"2"	"2"
"2001"	"50"	"4VC"	"1"	"86"	"1"	"1"
"2001"	"50"	"4VC"	"1"	"87"	"2"	"2"
"2001"	"50"	"4VC"	"1"	"90"	"1"	"1"
"2001"	"50"	"4VC"	"1"	"91"	"2"	"2"
"2001"	"50"	"4VC"	"1"	"92"	"1"	"1"
"2001"	"50"	"4VC"	"1"	"94"	"1"	"1"
"2001"	"50"	"4VC"	"1"	"96"	"2"	"2"
"2001"	"50"	"4VC"	"1"	"99"	"1"	"1"
"2001"	"50"	"4VC"	"1"	"100"	"1"	"1"
"2001"	"50"	"4VC"	"1"	"130"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"82"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"83"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"84"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"89"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"90"	"2"	"2"
"2001"	"50"	"4VC"	"2"	"92"	"4"	"4"
"2001"	"50"	"4VC"	"2"	"93"	"4"	"4"
"2001"	"50"	"4VC"	"2"	"96"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"98"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"101"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"102"	"1"	"1.17"
"2001"	"50"	"4VC"	"2"	"103"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"106"	"3"	"3"
"2001"	"50"	"4VC"	"2"	"108"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"109"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"110"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"111"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"114"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"118"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"120"	"2"	"2"
"2001"	"50"	"4VC"	"2"	"126"	"1"	"1.17"
"2001"	"50"	"4VC"	"2"	"132"	"1"	"1"
"2001"	"50"	"4VC"	"2"	"134"	"1"	"1"
"2001"	"50"	"4W"	"0"	"55"	"1"	"2.08"
"2001"	"50"	"4W"	"0"	"62"	"1"	"1"
"2001"	"50"	"4W"	"0"	"69"	"1"	"1.12"
"2001"	"50"	"4W"	"0"	"70"	"1"	"1.07"
"2001"	"50"	"4W"	"0"	"75"	"1"	"1.12"
"2001"	"50"	"4W"	"0"	"79"	"1"	"1"
"2001"	"50"	"4W"	"0"	"81"	"1"	"1.12"
"2001"	"50"	"4W"	"0"	"85"	"1"	"1.07"
"2001"	"50"	"4W"	"0"	"88"	"1"	"1.07"
"2001"	"50"	"4W"	"0"	"90"	"1"	"1.07"
"2001"	"50"	"4W"	"0"	"91"	"2"	"2.27"
"2001"	"50"	"4W"	"0"	"93"	"1"	"1.12"
"2001"	"50"	"4W"	"0"	"96"	"1"	"1.12"
"2001"	"50"	"4W"	"0"	"97"	"1"	"1.19"
"2001"	"50"	"4W"	"0"	"100"	"1"	"1.12"
"2001"	"50"	"4W"	"0"	"102"	"2"	"2.16"
"2001"	"50"	"4W"	"0"	"134"	"1"	"1.13"
"2001"	"50"	"4W"	"0"	"160"	"1"	"1.12"
"2001"	"50"	"4WG"	"0"	"77"	"1"	"1"
"2001"	"50"	"4WG"	"0"	"79"	"2"	"2"
"2001"	"50"	"4WG"	"1"	"84"	"1"	"1.09"
"2001"	"50"	"4WG"	"1"	"99"	"1"	"1"
"2001"	"50"	"4WG"	"2"	"90"	"1"	"1"
"2001"	"50"	"4WG"	"2"	"96"	"1"	"1"
"2001"	"50"	"4WG"	"2"	"97"	"1"	"1"
"2001"	"50"	"4WG"	"2"	"113"	"1"	"1"
"2001"	"50"	"4WG"	"2"	"114"	"1"	"1"
"2001"	"50"	"4WG"	"2"	"119"	"1"	"1"
